"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"28/11/2016","680,87","678,96","684,12","674,99","660,84M","0,43%"
"25/11/2016","677,97","672,98","677,97","672,98","587,15M","0,53%"
"24/11/2016","674,40","686,50","687,14","673,24","681,49M","-2,25%"
"23/11/2016","689,93","685,09","689,98","684,90","749,66M","0,84%"
"22/11/2016","684,15","683,38","687,58","682,71","719,45M","0,10%"
"21/11/2016","683,48","683,30","684,83","680,77","563,46M","-0,63%"
"18/11/2016","687,79","692,74","693,23","681,61","563,57M","-0,76%"
"17/11/2016","693,03","692,64","694,52","687,33","742,82M","-0,18%"
"16/11/2016","694,27","681,94","697,41","681,94","1,22B","3,04%"
"15/11/2016","673,76","683,08","689,28","673,20","1,43B","-1,05%"
"14/11/2016","680,93","692,71","693,39","668,10","1,61B","-2,55%"
"11/11/2016","698,77","722,63","722,65","698,77","1,59B","-5,23%"
"10/11/2016","737,34","736,61","743,31","734,84","985,40M","0,99%"
"09/11/2016","730,09","741,38","743,16","719,80","1,09B","-1,46%"
"08/11/2016","740,90","732,32","742,05","731,61","644,37M","1,73%"
"07/11/2016","728,29","724,48","730,34","721,57","756,27M","0,50%"
"04/11/2016","724,67","716,35","724,67","714,11","755,15M","0,56%"
"03/11/2016","720,67","732,82","734,52","720,67","730,50M","-1,87%"
"02/11/2016","734,38","736,92","739,09","732,32","706,28M","-0,38%"
"01/11/2016","737,21","740,69","741,32","737,21","599,45M","-0,36%"
"31/10/2016","739,91","739,14","741,36","737,60","581,41M","0,07%"
"28/10/2016","739,38","741,10","743,03","737,78","440,89M","-0,38%"
"27/10/2016","742,21","741,64","742,51","739,25","530,06M","0,32%"
"26/10/2016","739,84","738,55","740,86","737,72","677,74M","-0,04%"
"25/10/2016","740,11","742,66","744,09","740,11","643,29M","-0,28%"
"24/10/2016","742,18","740,80","744,85","740,48","600,07M","0,37%"
"21/10/2016","739,42","742,44","744,03","739,42","675,91M","-0,22%"
"20/10/2016","741,07","743,11","745,11","738,39","509,71M","-0,12%"
"19/10/2016","741,96","746,18","747,41","741,96","679,45M","-0,55%"
"18/10/2016","746,06","742,45","747,67","742,04","873,51M","0,74%"
"17/10/2016","740,56","739,84","742,57","736,99","541,84M","-0,23%"
"14/10/2016","742,25","734,76","742,88","731,42","655,50M","1,14%"
"13/10/2016","733,88","737,88","740,51","733,78","724,16M","-0,58%"
"12/10/2016","738,19","738,67","740,76","734,58","825,74M","-0,35%"
"11/10/2016","740,79","738,05","740,79","733,98","688,58M","0,57%"
"10/10/2016","736,62","738,32","741,04","734,71","401,18M","-0,23%"
"07/10/2016","738,33","742,94","744,90","736,13","440,16M","-0,71%"
"06/10/2016","743,63","747,05","751,60","741,41","643,01M","-0,45%"
"05/10/2016","747,01","754,21","754,41","743,41","678,85M","-1,28%"
"04/10/2016","756,69","759,06","759,92","755,73","675,91M","0,01%"
"03/10/2016","756,60","748,11","756,60","748,11","570,30M","2,29%"
"30/09/2016","739,69","750,78","755,67","739,69","840,24M","-2,30%"
"29/09/2016","757,07","756,06","761,86","755,44","782,45M","0,58%"
"28/09/2016","752,69","749,20","754,72","747,35","707,45M","0,03%"
"27/09/2016","752,50","737,59","752,50","732,47","901,82M","1,51%"
"26/09/2016","741,33","742,82","744,74","737,09","649,62M","-1,01%"
"23/09/2016","748,90","745,85","748,90","740,87","633,48M","0,24%"
"22/09/2016","747,07","749,87","753,73","744,27","933,64M","0,76%"
"21/09/2016","741,46","733,29","743,25","728,36","672,39M","0,98%"
"20/09/2016","734,25","735,84","738,74","733,35","682,83M","-0,30%"
"19/09/2016","736,45","727,49","738,95","727,49","570,17M","1,84%"
"16/09/2016","723,16","733,75","735,99","721,28","853,02M","-0,87%"
"15/09/2016","729,52","706,94","730,33","706,90","902,47M","3,38%"
"14/09/2016","705,66","715,76","715,76","703,77","872,18M","-2,00%"
"13/09/2016","720,09","727,27","728,21","719,60","833,53M","-1,42%"
"09/09/2016","730,49","742,39","743,08","729,36","721,04M","-1,93%"
"08/09/2016","744,87","751,43","751,50","744,80","604,65M","-0,71%"
"07/09/2016","750,22","750,35","752,21","744,62","724,47M","0,17%"
"06/09/2016","748,95","745,25","748,95","742,34","660,70M","0,71%"
"05/09/2016","743,66","745,98","749,44","741,35","676,85M","0,21%"
"02/09/2016","742,07","737,21","743,46","736,02","633,96M","0,68%"
"01/09/2016","737,05","741,14","744,11","734,31","766,13M","-1,31%"
"31/08/2016","746,87","741,94","749,17","741,59","1,01B","0,52%"
"30/08/2016","743,01","742,96","746,99","738,82","844,24M","0,21%"
"29/08/2016","741,44","753,76","754,61","737,84","653,84M","-1,89%"
"26/08/2016","755,72","757,15","757,69","751,97","602,20M","-0,17%"
"25/08/2016","757,02","747,58","757,02","746,78","822,11M","1,46%"
"24/08/2016","746,09","748,51","748,86","742,08","554,63M","-0,57%"
"23/08/2016","750,37","752,70","753,17","735,61","760,17M","0,13%"
"22/08/2016","749,42","746,31","750,28","744,41","603,16M","0,94%"
"19/08/2016","742,46","758,26","758,84","742,46","773,73M","-1,89%"
"18/08/2016","756,73","743,72","757,43","742,86","1,26B","2,39%"
"16/08/2016","739,07","735,38","741,26","733,87","793,15M","1,08%"
"15/08/2016","731,14","744,92","745,87","727,14","729,49M","-1,75%"
"12/08/2016","744,16","755,30","756,76","741,87","804,17M","-1,03%"
"11/08/2016","751,88","756,34","760,38","747,54","1,13B","-0,39%"
"10/08/2016","754,83","757,08","759,49","750,19","779,61M","-0,32%"
"09/08/2016","757,25","758,12","760,46","754,80","1,16B","-0,12%"
"08/08/2016","758,16","751,42","758,16","749,78","864,07M","1,09%"
"05/08/2016","749,96","746,36","750,81","744,03","810,66M","0,73%"
"04/08/2016","744,54","743,49","747,18","739,66","794,67M","0,45%"
"03/08/2016","741,19","744,30","747,31","739,74","872,59M","-0,49%"
"02/08/2016","744,84","748,30","751,81","744,84","823,01M","-0,82%"
"01/08/2016","750,98","736,96","751,11","736,96","1,01B","3,35%"
"29/07/2016","726,61","738,92","748,17","726,61","1,05B","-1,87%"
"28/07/2016","740,45","735,19","740,84","731,59","1,03B","0,92%"
"27/07/2016","733,73","728,51","737,49","728,51","990,60M","1,56%"
"26/07/2016","722,49","719,50","724,22","717,16","606,58M","0,37%"
"25/07/2016","719,86","711,24","720,14","710,63","584,19M","1,47%"
"22/07/2016","709,44","710,59","710,71","705,98","680,47M","-0,05%"
"21/07/2016","709,81","718,01","718,53","709,42","961,60M","-1,14%"
"20/07/2016","717,96","713,99","717,96","713,32","795,40M","0,77%"
"19/07/2016","712,44","711,11","717,92","710,06","1,08B","0,55%"
"18/07/2016","708,56","705,13","709,09","701,74","896,21M","0,55%"
"15/07/2016","704,66","699,31","707,17","699,30","883,79M","0,64%"
"14/07/2016","700,16","709,66","710,74","699,22","933,41M","-1,99%"
"13/07/2016","714,39","705,64","714,39","703,06","877,27M","1,61%"
"12/07/2016","703,05","706,75","709,24","697,50","1,06B","0,20%"
"11/07/2016","701,66","695,35","708,01","694,98","1,29B","2,16%"
"01/07/2016","686,84","696,13","697,46","684,93","686,72M","-1,08%"
"30/06/2016","694,34","691,87","696,24","690,30","1,10B","0,80%"
"29/06/2016","688,85","676,47","688,85","676,47","1,12B","2,66%"
"28/06/2016","671,02","665,66","673,10","665,66","1,19B","0,82%"
"27/06/2016","665,57","658,66","667,75","657,50","807,96M","0,25%"
"24/06/2016","663,94","671,38","672,49","650,96","1,03B","-0,90%"
"23/06/2016","670,00","671,62","672,40","666,89","867,98M","-0,44%"
"22/06/2016","672,99","668,88","673,60","668,88","1,04B","0,65%"
"21/06/2016","668,64","669,56","672,12","667,48","1,32B","0,26%"
"20/06/2016","666,91","664,88","666,91","660,02","755,54M","0,66%"
"17/06/2016","662,55","659,55","662,55","655,58","990,65M","0,84%"
"16/06/2016","657,04","660,16","661,63","655,15","593,14M","-0,50%"
"15/06/2016","660,36","653,85","660,36","653,04","658,92M","0,73%"
"14/06/2016","655,59","651,10","656,19","649,58","418,37M","0,41%"
"13/06/2016","652,91","654,09","656,58","652,71","339,07M","-0,73%"
"10/06/2016","657,70","664,58","665,72","657,70","423,16M","-0,90%"
"09/06/2016","663,70","669,80","670,69","663,70","779,00M","-0,81%"
"08/06/2016","669,12","673,40","674,87","662,54","756,68M","-0,73%"
"07/06/2016","674,03","669,17","674,03","669,17","928,19M","0,97%"
"06/06/2016","667,53","659,66","667,53","659,11","701,22M","1,45%"
"03/06/2016","658,00","657,47","660,69","654,94","652,29M","0,69%"
"02/06/2016","653,49","653,61","658,36","652,82","750,16M","-0,18%"
"01/06/2016","654,67","650,66","657,45","650,42","679,70M","0,90%"
"31/05/2016","648,85","652,28","654,61","647,80","1,03B","-0,78%"
"30/05/2016","653,94","655,48","659,09","653,94","547,11M","-0,26%"
"27/05/2016","655,65","648,79","655,65","646,21","599,07M","0,97%"
"26/05/2016","649,36","650,02","650,78","645,30","687,00M","0,13%"
"25/05/2016","648,49","640,53","648,87","640,33","696,82M","2,08%"
"24/05/2016","635,26","638,63","641,03","635,26","549,94M","-0,57%"
"23/05/2016","638,89","633,83","639,09","633,83","420,94M","0,94%"
"20/05/2016","632,91","631,52","636,03","629,68","695,32M","0,12%"
"19/05/2016","632,16","638,02","638,84","628,97","883,31M","-1,09%"
"18/05/2016","639,12","635,68","640,71","634,99","653,25M","0,41%"
"17/05/2016","636,48","636,81","638,43","633,99","644,11M","0,34%"
"16/05/2016","634,32","639,08","641,58","632,44","701,90M","-0,91%"
"13/05/2016","640,13","649,51","649,87","636,15","590,33M","-1,36%"
"12/05/2016","648,97","650,57","655,47","648,07","582,49M","-0,32%"
"11/05/2016","651,07","647,36","654,48","645,64","665,15M","1,13%"
"10/05/2016","643,79","642,26","643,79","638,22","930,94M","0,48%"
"09/05/2016","640,73","649,53","652,89","640,73","915,65M","-1,50%"
"04/05/2016","650,48","645,59","650,48","638,27","766,65M","0,74%"
"03/05/2016","645,72","647,09","649,44","644,37","621,59M","0,02%"
"02/05/2016","645,60","648,55","650,94","641,11","626,13M","-1,17%"
"29/04/2016","653,26","654,82","654,90","650,49","856,94M","-0,48%"
"28/04/2016","656,41","664,23","666,48","653,22","810,89M","-1,02%"
"27/04/2016","663,19","662,50","664,89","658,65","577,00M","-0,48%"
"26/04/2016","666,42","677,40","677,61","664,67","735,56M","-1,83%"
"25/04/2016","678,81","685,88","685,96","675,88","611,45M","-0,63%"
"22/04/2016","683,12","681,20","687,24","677,82","647,38M","0,08%"
"21/04/2016","682,56","680,42","684,80","679,29","805,90M","0,59%"
"20/04/2016","678,59","678,24","680,98","676,05","954,01M","-0,14%"
"19/04/2016","679,51","676,80","680,35","675,06","1,18B","0,91%"
"18/04/2016","673,35","667,28","673,35","661,80","911,96M","0,83%"
"15/04/2016","667,81","660,56","667,81","657,96","757,20M","1,97%"
"14/04/2016","654,91","665,38","665,55","654,91","826,35M","-1,05%"
"13/04/2016","661,89","661,06","662,78","657,19","985,11M","0,48%"
"12/04/2016","658,74","650,11","658,74","647,92","727,27M","1,32%"
"11/04/2016","650,17","656,41","659,95","646,36","749,96M","-1,55%"
"08/04/2016","660,43","655,73","661,34","655,03","1,18B","-0,10%"
"07/04/2016","661,06","663,32","665,44","659,84","1,29B","0,10%"
"06/04/2016","660,38","657,25","661,42","657,12","600,65M","0,28%"
"05/04/2016","658,55","661,43","662,99","658,53","758,69M","-0,54%"
"04/04/2016","662,12","657,89","662,22","657,25","1,03B","0,78%"
"01/04/2016","657,01","654,27","657,01","651,00","680,41M","0,66%"
"31/03/2016","652,69","652,73","653,97","647,45","951,22M","0,31%"
"30/03/2016","650,67","649,15","653,87","648,72","1,10B","0,88%"
"29/03/2016","645,00","644,68","649,43","642,17","623,23M","-0,17%"
"28/03/2016","646,07","650,44","651,29","643,57","566,86M","-1,09%"
"24/03/2016","653,18","652,92","656,37","651,06","638,26M","-0,58%"
"23/03/2016","656,99","661,56","661,92","653,11","677,27M","-1,08%"
"22/03/2016","664,19","665,43","667,05","658,77","681,52M","-0,61%"
"21/03/2016","668,26","666,62","672,20","665,05","814,88M","-0,15%"
"18/03/2016","669,29","670,49","673,45","666,76","1,42B","0,17%"
"17/03/2016","668,13","666,32","668,90","663,89","1,00B","0,98%"
"16/03/2016","661,67","658,04","661,67","656,18","855,71M","0,55%"
"15/03/2016","658,03","664,96","666,03","656,77","830,17M","-1,12%"
"14/03/2016","665,47","658,28","665,94","657,12","1,10B","1,91%"
"11/03/2016","653,01","648,17","653,01","647,50","879,37M","0,59%"
"10/03/2016","649,18","646,73","649,18","639,64","873,79M","0,13%"
"08/03/2016","648,36","649,98","653,72","640,44","1,05B","-0,34%"
"07/03/2016","650,56","655,79","656,81","648,25","934,44M","-0,61%"
"04/03/2016","654,52","658,91","660,56","645,49","864,39M","-0,43%"
"03/03/2016","657,37","663,25","663,94","653,28","948,90M","-0,40%"
"02/03/2016","660,00","653,97","660,00","653,45","1,13B","1,71%"
"01/03/2016","648,92","641,15","649,24","640,72","769,48M","1,10%"
"29/02/2016","641,86","637,87","647,72","633,78","841,36M","0,82%"
"26/02/2016","636,62","632,13","637,95","627,38","630,95M","2,03%"
"25/02/2016","623,93","623,52","626,73","619,67","690,28M","0,50%"
"24/02/2016","620,82","620,48","622,98","613,91","531,44M","-0,43%"
"23/02/2016","623,52","633,99","634,52","616,68","702,53M","-1,30%"
"22/02/2016","631,76","630,00","633,33","628,37","528,72M","0,11%"
"19/02/2016","631,06","640,11","640,29","625,98","987,09M","-1,62%"
"18/02/2016","641,42","641,82","644,98","636,30","1,09B","0,49%"
"17/02/2016","638,29","634,58","640,21","634,48","1,11B","0,47%"
"16/02/2016","635,29","634,53","638,45","631,64","685,22M","0,21%"
"15/02/2016","633,97","636,76","639,43","632,15","740,16M","0,55%"
"12/02/2016","630,49","638,67","640,60","628,83","723,13M","-2,09%"
"11/02/2016","643,98","633,10","646,55","632,65","1,06B","1,55%"
"10/02/2016","634,16","632,53","639,72","632,53","680,25M","-0,31%"
"09/02/2016","636,13","635,13","637,36","627,28","641,53M","-1,00%"
"05/02/2016","642,55","624,04","643,25","623,77","1,17B","3,31%"
"04/02/2016","621,98","612,59","624,83","612,59","1,02B","1,93%"
"03/02/2016","610,23","598,56","610,89","597,39","659,39M","1,08%"
"02/02/2016","603,72","606,79","610,84","603,72","904,76M","-1,21%"
"01/02/2016","611,10","613,23","615,75","605,07","801,77M","-0,27%"
"29/01/2016","612,75","610,08","612,75","603,09","1,13B","0,82%"
"28/01/2016","607,75","605,39","607,75","601,70","813,56M","0,42%"
"27/01/2016","605,23","597,97","605,23","594,89","954,37M","1,73%"
"26/01/2016","594,95","592,38","594,95","590,91","662,73M","-0,08%"
"25/01/2016","595,41","596,64","599,48","594,29","659,97M","0,80%"
"22/01/2016","590,67","589,94","590,70","583,79","726,08M","1,53%"
"21/01/2016","581,78","587,48","590,22","579,95","708,81M","-0,18%"
"20/01/2016","582,80","589,42","592,72","582,80","691,26M","-1,62%"
"19/01/2016","592,40","589,35","594,03","586,62","566,65M","0,83%"
"18/01/2016","587,50","586,15","590,36","585,15","547,73M","-1,20%"
"15/01/2016","594,64","596,61","600,75","593,65","715,35M","0,09%"
"14/01/2016","594,12","592,96","600,08","586,66","1,35B","-1,29%"
"13/01/2016","601,86","601,44","605,43","600,16","872,89M","0,98%"
"12/01/2016","596,04","590,82","599,14","590,82","636,01M","1,59%"
"11/01/2016","586,71","594,00","594,84","586,49","569,41M","-2,29%"
"08/01/2016","600,48","599,00","602,42","593,21","679,33M","0,18%"
"07/01/2016","599,38","604,34","605,51","599,38","569,87M","-2,10%"
"06/01/2016","612,22","600,31","618,82","599,28","823,02M","2,50%"
"05/01/2016","597,26","592,72","604,59","592,54","586,91M","0,87%"
"04/01/2016","592,11","600,40","604,57","592,11","551,05M","-1,86%"
"30/12/2015","603,35","600,93","607,78","600,57","712,08M","0,65%"
"29/12/2015","599,44","596,45","599,44","596,34","504,83M","0,36%"
"28/12/2015","597,28","592,36","599,98","590,33","635,65M","0,68%"
"23/12/2015","593,25","594,28","595,78","588,26","522,62M","-0,39%"
"22/12/2015","595,60","592,44","595,60","588,80","615,52M","0,66%"
"21/12/2015","591,69","584,59","592,39","583,91","453,55M","0,59%"
"18/12/2015","588,22","590,42","591,84","586,24","555,89M","-2,05%"
"17/12/2015","600,52","595,42","600,52","590,65","766,37M","2,98%"
"16/12/2015","583,17","582,78","583,60","574,76","697,72M","1,74%"
"15/12/2015","573,18","564,82","573,18","564,60","651,65M","1,33%"
"14/12/2015","565,63","561,18","566,31","554,56","562,65M","0,10%"
"11/12/2015","565,09","580,80","581,19","565,09","645,90M","-2,28%"
"10/12/2015","578,30","578,29","583,53","577,10","811,57M","-0,67%"
"08/12/2015","582,21","589,78","593,32","582,21","753,63M","-2,27%"
"07/12/2015","595,72","596,63","601,36","595,12","566,34M","0,48%"
"04/12/2015","592,90","590,75","597,55","590,10","591,25M","-0,62%"
"03/12/2015","596,57","591,96","601,12","591,48","566,23M","-0,06%"
"02/12/2015","596,90","597,55","600,80","595,57","742,03M","-0,19%"
"01/12/2015","598,03","590,27","598,03","590,04","791,16M","3,14%"
"30/11/2015","579,80","593,39","594,06","579,80","1,45B","-3,53%"
"27/11/2015","601,04","602,71","605,10","594,57","557,05M","-0,12%"
"26/11/2015","601,79","600,76","605,41","598,81","659,78M","0,42%"
"25/11/2015","599,28","597,05","600,39","595,98","703,51M","0,74%"
"24/11/2015","594,88","597,30","599,51","594,74","769,97M","-0,12%"
"23/11/2015","595,60","606,37","609,19","595,60","789,48M","-1,48%"
"20/11/2015","604,54","597,22","604,54","595,87","1,15B","1,29%"
"19/11/2015","596,86","598,30","600,72","595,48","1,12B","0,52%"
"18/11/2015","593,79","591,43","597,08","589,00","682,87M","0,76%"
"17/11/2015","589,30","588,00","593,32","588,00","744,20M","1,34%"
"16/11/2015","581,53","581,12","585,81","574,85","629,60M","-1,02%"
"13/11/2015","587,55","578,52","590,99","577,49","664,50M","0,87%"
"12/11/2015","582,48","586,26","589,54","582,48","638,02M","-0,41%"
"11/11/2015","584,88","582,36","586,85","579,86","708,51M","0,46%"
"10/11/2015","582,21","584,55","594,71","582,21","924,90M","-1,55%"
"09/11/2015","591,37","600,94","600,98","588,07","675,03M","-2,06%"
"06/11/2015","603,79","605,57","608,63","603,36","574,91M","-0,24%"
"05/11/2015","605,23","607,48","610,45","604,37","569,40M","-0,86%"
"04/11/2015","610,47","603,58","610,47","603,41","915,60M","1,83%"
"03/11/2015","599,47","597,80","601,90","596,55","1,05B","0,99%"
"02/11/2015","593,58","584,45","593,58","582,77","978,03M","1,28%"
"30/10/2015","586,10","586,29","591,90","584,04","911,67M","-0,15%"
"29/10/2015","586,97","610,37","610,67","586,97","1,18B","-3,92%"
"28/10/2015","610,90","617,13","618,30","608,60","1,31B","-1,62%"
"27/10/2015","620,94","619,08","620,94","610,77","983,88M","-0,43%"
"26/10/2015","623,61","623,76","625,20","620,00","1,25B","0,54%"
"23/10/2015","620,24","624,75","627,89","616,45","1,22B","1,46%"
"22/10/2015","611,34","616,68","616,88","609,67","1,07B","-0,91%"
"21/10/2015","616,93","615,43","622,97","612,90","818,85M","0,67%"
"20/10/2015","612,84","610,99","618,89","610,54","753,96M","0,12%"
"19/10/2015","612,11","604,66","612,19","604,22","625,49M","1,68%"
"16/10/2015","602,01","605,19","607,66","598,68","746,94M","0,42%"
"15/10/2015","599,48","598,98","607,44","598,98","706,61M","1,10%"
"13/10/2015","592,98","617,57","617,65","592,98","904,56M","-4,22%"
"12/10/2015","619,08","616,34","620,44","614,57","960,89M","0,59%"
"09/10/2015","615,43","610,94","621,87","610,94","1,08B","2,38%"
"08/10/2015","601,15","604,98","610,68","599,53","766,24M","-0,23%"
"07/10/2015","602,55","597,18","603,39","588,84","1,11B","0,98%"
"06/10/2015","596,68","584,74","599,04","584,74","1,31B","3,53%"
"05/10/2015","576,34","559,17","578,23","558,87","824,71M","4,06%"
"02/10/2015","553,87","560,05","562,05","553,87","526,85M","-1,63%"
"01/10/2015","563,06","556,85","565,54","555,52","699,54M","1,25%"
"30/09/2015","556,09","555,06","558,02","549,66","736,11M","0,30%"
"29/09/2015","554,43","532,58","554,43","524,58","688,52M","2,29%"
"28/09/2015","542,00","554,08","554,75","542,00","531,86M","-2,73%"
"25/09/2015","557,23","564,65","566,40","555,44","701,56M","-0,77%"
"23/09/2015","561,53","569,68","570,02","561,12","607,36M","-2,54%"
"22/09/2015","576,16","585,09","586,35","575,09","453,71M","-1,22%"
"21/09/2015","583,27","579,49","584,92","578,62","390,40M","-0,27%"
"18/09/2015","584,84","585,30","591,11","579,15","940,06M","0,07%"
"17/09/2015","584,43","579,75","585,13","578,20","631,80M","1,28%"
"16/09/2015","577,07","583,88","585,27","576,64","527,10M","-0,55%"
"15/09/2015","580,28","588,48","588,63","579,56","451,00M","-1,93%"
"14/09/2015","591,68","588,59","591,68","585,93","505,38M","1,16%"
"11/09/2015","584,89","581,86","587,14","580,51","626,27M","1,36%"
"10/09/2015","577,06","567,03","577,27","563,87","754,24M","0,36%"
"09/09/2015","574,99","573,08","576,89","568,87","1,01B","1,35%"
"08/09/2015","567,34","560,87","568,98","557,37","895,33M","0,36%"
"07/09/2015","565,33","584,79","585,03","563,55","510,72M","-4,04%"
"04/09/2015","589,14","589,53","592,58","587,41","439,05M","-0,30%"
"03/09/2015","590,89","588,23","592,12","582,47","518,57M","1,41%"
"02/09/2015","582,66","575,58","585,93","572,48","665,12M","-0,25%"
"01/09/2015","584,10","594,05","594,26","583,26","533,66M","-2,37%"
"31/08/2015","598,28","588,15","599,73","586,47","934,51M","2,08%"
"28/08/2015","586,09","593,73","597,38","583,23","1,04B","0,16%"
"27/08/2015","585,17","562,16","586,61","562,16","1,14B","5,80%"
"26/08/2015","553,09","547,77","555,54","539,94","823,23M","-0,32%"
"25/08/2015","554,87","545,88","568,09","544,35","946,75M","1,93%"
"24/08/2015","544,39","553,91","554,46","535,30","747,82M","-4,83%"
"21/08/2015","572,01","581,93","582,49","572,01","638,69M","-2,72%"
"20/08/2015","587,99","589,60","591,27","584,68","404,29M","-0,70%"
"19/08/2015","592,13","593,67","599,30","590,68","453,09M","-0,85%"
"18/08/2015","597,19","603,45","604,84","595,63","580,98M","-1,52%"
"14/08/2015","606,41","604,39","609,10","599,26","479,11M","0,18%"
"13/08/2015","605,30","587,95","608,16","587,95","702,74M","3,41%"
"12/08/2015","585,32","599,68","599,69","583,22","832,49M","-3,69%"
"11/08/2015","607,75","630,71","632,35","607,75","636,18M","-3,35%"
"10/08/2015","628,83","630,94","631,67","622,89","396,62M","-0,47%"
"07/08/2015","631,77","635,34","636,14","629,91","425,02M","-0,45%"
"06/08/2015","634,64","644,88","645,66","634,64","596,43M","-1,49%"
"05/08/2015","644,25","636,11","644,25","634,49","725,07M","1,58%"
"04/08/2015","634,22","632,21","637,81","632,01","594,79M","-0,43%"
"03/08/2015","636,99","636,43","639,83","632,53","514,38M","-0,78%"
"31/07/2015","641,97","630,78","644,55","630,22","605,08M","2,08%"
"30/07/2015","628,89","632,64","634,23","627,36","431,36M","-0,03%"
"29/07/2015","629,10","632,18","637,54","629,10","583,75M","0,07%"
"28/07/2015","628,63","629,97","633,48","626,83","549,44M","-0,56%"
"27/07/2015","632,14","642,05","645,01","632,14","431,38M","-2,29%"
"24/07/2015","646,94","653,07","653,37","646,08","406,00M","-1,43%"
"23/07/2015","656,34","655,78","657,31","654,28","376,78M","-0,31%"
"22/07/2015","658,39","655,90","658,39","650,65","643,01M","0,73%"
"15/07/2015","653,65","654,73","656,46","649,02","444,26M","-0,34%"
"14/07/2015","655,90","658,59","660,40","653,57","442,03M","0,16%"
"13/07/2015","654,82","650,77","655,68","648,04","396,27M","0,94%"
"10/07/2015","648,74","650,13","652,70","645,48","526,14M","0,49%"
"09/07/2015","645,59","649,75","650,03","641,44","523,19M","-1,17%"
"08/07/2015","653,25","661,30","661,30","652,72","678,95M","-0,68%"
"07/07/2015","657,72","661,59","663,32","654,12","461,86M","-0,55%"
"06/07/2015","661,37","664,11","667,58","660,08","524,79M","-1,42%"
"03/07/2015","670,93","661,05","671,05","661,03","493,31M","1,29%"
"02/07/2015","662,41","657,82","666,66","657,82","566,33M","1,16%"
"01/07/2015","654,81","660,06","661,65","654,81","387,72M","-0,33%"
"30/06/2015","656,99","652,95","663,30","652,06","591,75M","0,64%"
"29/06/2015","652,82","655,00","655,16","649,24","505,11M","-0,92%"
"26/06/2015","658,85","659,60","663,75","656,04","525,07M","-0,14%"
"25/06/2015","659,79","664,11","664,49","659,79","688,54M","-0,99%"
"24/06/2015","666,37","662,41","666,37","661,83","605,30M","1,41%"
"23/06/2015","657,11","663,11","667,50","657,11","409,49M","-0,68%"
"22/06/2015","661,63","667,86","667,90","661,63","489,56M","-0,78%"
"19/06/2015","666,82","665,95","669,02","665,05","513,73M","0,27%"
"18/06/2015","665,05","661,07","665,68","661,07","421,49M","0,64%"
"17/06/2015","660,82","656,46","665,09","656,46","540,74M","1,19%"
"16/06/2015","653,03","649,94","658,13","647,16","472,16M","0,77%"
"15/06/2015","648,04","663,80","664,00","648,04","373,68M","-2,65%"
"12/06/2015","665,66","668,75","670,74","664,92","312,49M","-0,14%"
"11/06/2015","666,60","672,63","673,25","663,35","405,11M","0,28%"
"10/06/2015","664,75","659,20","670,16","658,71","618,67M","1,38%"
"09/06/2015","655,70","672,54","672,65","649,77","642,14M","-2,55%"
"08/06/2015","672,87","681,84","682,32","671,30","441,14M","-1,73%"
"05/06/2015","684,75","683,50","685,07","680,72","400,17M","-0,08%"
"04/06/2015","685,29","690,16","694,54","685,29","429,08M","-1,03%"
"03/06/2015","692,40","698,43","700,99","689,73","626,67M","-1,18%"
"01/06/2015","700,65","698,70","700,65","694,29","345,58M","0,37%"
"29/05/2015","698,07","705,77","710,50","698,07","1,50B","-1,28%"
"28/05/2015","707,15","711,10","712,55","705,53","542,25M","-0,09%"
"27/05/2015","707,76","716,54","718,52","707,76","571,01M","-1,60%"
"26/05/2015","719,30","712,51","724,29","712,01","587,71M","1,13%"
"25/05/2015","711,26","712,78","713,32","709,98","262,02M","-0,07%"
"22/05/2015","711,77","712,63","714,81","710,67","433,87M","-0,07%"
"21/05/2015","712,28","717,32","718,57","710,92","638,13M","-0,35%"
"20/05/2015","714,80","714,35","717,99","712,76","710,55M","0,43%"
"19/05/2015","711,75","707,91","711,81","704,13","593,02M","0,46%"
"18/05/2015","708,51","707,57","709,62","704,87","597,77M","-0,05%"
"15/05/2015","708,85","707,34","711,17","703,59","683,67M","0,40%"
"13/05/2015","706,03","701,54","708,45","696,75","908,50M","1,30%"
"12/05/2015","696,95","696,73","701,71","696,44","695,73M","0,11%"
"11/05/2015","696,16","701,03","702,80","696,16","487,64M","-0,08%"
"08/05/2015","696,70","692,03","700,39","691,78","588,84M","1,56%"
"07/05/2015","685,97","687,72","695,29","684,01","671,58M","-0,91%"
"06/05/2015","692,30","680,51","692,67","678,32","653,07M","0,88%"
"05/05/2015","686,25","681,42","690,05","678,05","672,15M","1,04%"
"04/05/2015","679,16","668,15","682,46","667,90","700,36M","2,16%"
"30/04/2015","664,80","670,61","680,22","657,17","1,09B","-1,49%"
"29/04/2015","674,87","698,11","700,42","659,07","991,56M","-3,74%"
"28/04/2015","701,08","693,43","701,08","684,81","672,34M","0,41%"
"27/04/2015","698,24","713,46","716,35","694,60","791,71M","-3,46%"
"24/04/2015","723,29","722,68","726,78","720,64","528,85M","0,62%"
"23/04/2015","718,85","717,02","723,88","716,37","706,40M","0,38%"
"22/04/2015","716,12","716,99","720,20","713,41","512,77M","-0,26%"
"21/04/2015","717,98","705,96","717,98","704,82","567,07M","1,95%"
